PC  | CMD  | XYZ | P   | R0  | R1  | R2  | R3  | ZCNO
027 | JO   | 000 | 031 | 001 | 8B2 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8B3 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8B3 | 8B4 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8B3 | 8B4 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8B3 | 8B4 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8B3 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8B3 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8B3 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8B3 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8B3 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8B4 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8B4 | 8B5 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8B4 | 8B5 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8B4 | 8B5 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8B4 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8B4 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8B4 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8B4 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8B4 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8B5 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8B5 | 8B6 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8B5 | 8B6 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8B5 | 8B6 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8B5 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8B5 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8B5 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8B5 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8B5 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8B6 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8B6 | 8B7 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8B6 | 8B7 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8B6 | 8B7 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8B6 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8B6 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8B6 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8B6 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8B6 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8B7 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8B7 | 8B8 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8B7 | 8B8 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8B7 | 8B8 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8B7 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8B7 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8B7 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8B7 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8B7 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8B8 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8B8 | 8B9 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8B8 | 8B9 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8B8 | 8B9 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8B8 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8B8 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8B8 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8B8 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8B8 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8B9 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8B9 | 8BA | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8B9 | 8BA | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8B9 | 8BA | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8B9 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8B9 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8B9 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8B9 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8B9 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8BA | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8BA | 8BB | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8BA | 8BB | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8BA | 8BB | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8BA | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8BA | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8BA | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8BA | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8BA | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8BB | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8BB | 8BC | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8BB | 8BC | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8BB | 8BC | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8BB | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8BB | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8BB | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8BB | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8BB | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8BC | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8BC | 8BD | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8BC | 8BD | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8BC | 8BD | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8BC | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8BC | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8BC | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8BC | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8BC | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8BD | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8BD | 8BE | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8BD | 8BE | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8BD | 8BE | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8BD | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8BD | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8BD | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8BD | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8BD | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8BE | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8BE | 8BF | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8BE | 8BF | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8BE | 8BF | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8BE | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8BE | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8BE | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8BE | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8BE | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8BF | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8BF | 8C0 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8BF | 8C0 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8BF | 8C0 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8BF | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8BF | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8BF | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8BF | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8BF | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8C0 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8C0 | 8C1 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8C0 | 8C1 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8C0 | 8C1 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8C0 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8C0 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8C0 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8C0 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8C0 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8C1 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8C1 | 8C2 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8C1 | 8C2 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8C1 | 8C2 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8C1 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8C1 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8C1 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8C1 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8C1 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8C2 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8C2 | 8C3 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8C2 | 8C3 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8C2 | 8C3 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8C2 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8C2 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8C2 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8C2 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8C2 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8C3 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8C3 | 8C4 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8C3 | 8C4 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8C3 | 8C4 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8C3 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8C3 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8C3 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8C3 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8C3 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8C4 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8C4 | 8C5 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8C4 | 8C5 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8C4 | 8C5 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8C4 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8C4 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8C4 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8C4 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8C4 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8C5 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8C5 | 8C6 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8C5 | 8C6 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8C5 | 8C6 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8C5 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8C5 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8C5 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8C5 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8C5 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8C6 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8C6 | 8C7 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8C6 | 8C7 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8C6 | 8C7 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8C6 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8C6 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8C6 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8C6 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8C6 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8C7 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8C7 | 8C8 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8C7 | 8C8 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8C7 | 8C8 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8C7 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8C7 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8C7 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8C7 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8C7 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8C8 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8C8 | 8C9 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8C8 | 8C9 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8C8 | 8C9 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8C8 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8C8 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8C8 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8C8 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8C8 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8C9 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8C9 | 8CA | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8C9 | 8CA | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8C9 | 8CA | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8C9 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8C9 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8C9 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8C9 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8C9 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8CA | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8CA | 8CB | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8CA | 8CB | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8CA | 8CB | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8CA | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8CA | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8CA | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8CA | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8CA | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8CB | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8CB | 8CC | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8CB | 8CC | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8CB | 8CC | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8CB | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8CB | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8CB | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8CB | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8CB | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8CC | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8CC | 8CD | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8CC | 8CD | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8CC | 8CD | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8CC | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8CC | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8CC | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8CC | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8CC | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8CD | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8CD | 8CE | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8CD | 8CE | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8CD | 8CE | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8CD | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8CD | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8CD | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8CD | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8CD | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8CE | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8CE | 8CF | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8CE | 8CF | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8CE | 8CF | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8CE | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8CE | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8CE | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8CE | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8CE | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8CF | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8CF | 8D0 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8CF | 8D0 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8CF | 8D0 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8CF | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8CF | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8CF | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8CF | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8CF | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8D0 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8D0 | 8D1 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8D0 | 8D1 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8D0 | 8D1 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8D0 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8D0 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8D0 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8D0 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8D0 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8D1 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8D1 | 8D2 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8D1 | 8D2 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8D1 | 8D2 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8D1 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8D1 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8D1 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8D1 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8D1 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8D2 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8D2 | 8D3 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8D2 | 8D3 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8D2 | 8D3 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8D2 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8D2 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8D2 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8D2 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8D2 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8D3 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8D3 | 8D4 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8D3 | 8D4 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8D3 | 8D4 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8D3 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8D3 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8D3 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8D3 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8D3 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8D4 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8D4 | 8D5 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8D4 | 8D5 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8D4 | 8D5 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8D4 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8D4 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8D4 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8D4 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8D4 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8D5 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8D5 | 8D6 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8D5 | 8D6 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8D5 | 8D6 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8D5 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8D5 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8D5 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8D5 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8D5 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8D6 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8D6 | 8D7 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8D6 | 8D7 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8D6 | 8D7 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8D6 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8D6 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8D6 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8D6 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8D6 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8D7 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8D7 | 8D8 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8D7 | 8D8 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8D7 | 8D8 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8D7 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8D7 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8D7 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8D7 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8D7 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8D8 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8D8 | 8D9 | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8D8 | 8D9 | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8D8 | 8D9 | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8D8 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8D8 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8D8 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8D8 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8D8 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8D9 | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8D9 | 8DA | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8D9 | 8DA | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8D9 | 8DA | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8D9 | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8D9 | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8D9 | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8D9 | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8D9 | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8DA | 000 | 001 | FFTF
02A | ADD  | 213 | --- | 001 | 8DA | 8DB | 001 | FFTF
02B | JZ   | 000 | 02F | 001 | 8DA | 8DB | 001 | FFTF
02D | JMP  | 000 | 020 | 001 | 8DA | 8DB | 001 | FFTF
020 | REA  | 210 | --- | 001 | 8DA | 000 | 001 | TFFF
021 | JNZ  | 000 | 031 | 001 | 8DA | 000 | 001 | TFFF
023 | JC   | 000 | 031 | 001 | 8DA | 000 | 001 | TFFF
025 | JN   | 000 | 031 | 001 | 8DA | 000 | 001 | TFFF
027 | JO   | 000 | 031 | 001 | 8DA | 000 | 001 | TFFF
029 | ADD  | 113 | --- | 001 | 8DB | 000 | 001 | FFTF
